datetime,1335A,1336A,1337A,1338A,1339A,1340A,1341A,1342A,1343A,1344A,average_pm2.5
2024/1/31,42.083333333333336,42.375,39.041666666666664,47.666666666666664,42.12916666666667,43.291666666666664,38.708333333333336,44.416666666666664,35.875,23.458333333333332,39.904583333333335
2024/2/1,25.583333333333332,33.458333333333336,24.25,27.166666666666668,35.375,24.375,27.875,28.25,27.541666666666668,19.708333333333332,27.358333333333334
2024/2/2,13.833333333333334,17.25,14.291666666666666,13.625,17.291666666666668,12.208333333333334,15.125,12.5,9.083333333333334,10.916666666666666,13.612499999999999
2024/2/3,19.166666666666668,19.208333333333332,21.875,19.25,18.25,22.041666666666668,21.291666666666668,18.625,24.375,16.166666666666668,20.025000000000002
2024/2/4,47.25,44.458333333333336,45.791666666666664,47.208333333333336,39.125,49,47.375,46.75,50,42.25,45.92083333333333
2024/2/5,49.958333333333336,55.208333333333336,54.083333333333336,47.583333333333336,53.416666666666664,50.5,53.916666666666664,50.666666666666664,56.166666666666664,46.708333333333336,51.82083333333333
2024/2/6,34.729166666666664,43.4375,35.541666666666664,32.291666666666664,34.395833333333336,38.145833333333336,36.854166666666664,35.458333333333336,39.166666666666664,32.0625,36.208333333333336
2024/2/7,77.54166666666667,75.08333333333333,77,76.83333333333333,68.625,80,79.125,73.54166666666667,79.375,71.95833333333333,75.90833333333333
2024/2/8,90.25,89.66666666666667,94.5625,88.875,92.25,92.375,92,89.75,95.33333333333333,73.33333333333333,89.83958333333334
2024/2/9,108.70833333333333,135.5,127.83333333333333,106.33333333333333,128.29166666666666,176,188.16666666666666,137.33333333333334,123.25,103.75,133.51666666666668
2024/2/10,190.875,354.8333333333333,266.875,265.3333333333333,293.2083333333333,307.0833333333333,351.4166666666667,345.4583333333333,217.16666666666666,182.875,277.5125
2024/2/11,66.5,98.45833333333333,96.04166666666667,85.70833333333333,88.91666666666667,123.95833333333333,112.60416666666667,73.6875,110.5,65.25,92.16250000000001
2024/2/12,48.958333333333336,64.125,73.75,52.25,49.416666666666664,80.45833333333333,80.29166666666667,43.5,69.54166666666667,44.041666666666664,60.63333333333333
2024/2/13,31.916666666666668,35.666666666666664,43.583333333333336,39.625,36.083333333333336,50.916666666666664,38.104166666666664,34.208333333333336,48.125,32.875,39.110416666666666
2024/2/14,32.041666666666664,32.416666666666664,38.291666666666664,36.125,31.5,56.916666666666664,43.354166666666664,36.375,54.291666666666664,30.208333333333332,39.15208333333333
2024/2/15,43.791666666666664,42.625,47.125,49.958333333333336,52.583333333333336,52.583333333333336,49.166666666666664,49.583333333333336,48.208333333333336,33.625,46.925000000000004
2024/2/16,26.791666666666668,32.291666666666664,27.75,29.5,31.333333333333332,33.833333333333336,31,29.125,33.583333333333336,24.083333333333332,29.929166666666664
2024/2/17,23.916666666666668,28.666666666666668,23.25,22.875,30.166666666666668,26.458333333333332,29.625,26.583333333333332,28.583333333333332,21.916666666666668,26.204166666666666
2024/2/18,19.833333333333332,23.333333333333332,21.666666666666668,20,24,23.333333333333332,23.791666666666668,21.708333333333332,23.833333333333332,20.083333333333332,22.15833333333333
