sid,name,date_str,AOD_055,TEMP_C,WIND_SPEED,PRESSURE_HPA,RAIN_MM
1335A,Changsha_JKQ,2023-01-01,-999.0,7.3061627705891965,2.610840885156503,1024.8704345703125,1.3006169343157126
1336A,GKQ_Huanbao,2023-01-01,-999.0,6.953705088297568,2.9702677129515895,1022.2758512369792,1.845073699371369
1337A,Mapoling,2023-01-01,-999.0,7.3061627705891965,2.610840885156503,1024.8704345703125,1.3006169343157126
1338A,Hunan_Normal_Univ,2023-01-01,-999.0,6.953705088297568,2.9702677129515895,1022.2758512369792,1.845073699371369
1339A,Yuhua_Huanbao,2023-01-01,-999.0,7.232513682047568,2.905709893650642,1021.2112679036458,1.0564204299612356
1340A,Wujialing,2023-01-01,-999.0,7.1418561299641965,2.7982609768110778,1023.8671012369792,1.524663343445809
1341A,Train_Station,2023-01-01,-999.0,7.1418561299641965,2.7982609768110778,1023.8671012369792,1.524663343445809
1342A,Tianxin_Huanbao,2023-01-01,-999.0,7.232513682047568,2.905709893650642,1021.2112679036458,1.0564204299612356
1343A,TCM_Univ,2023-01-01,-999.0,7.091644541422568,3.084410292083202,1021.0200179036458,1.281280815021546
1344A,Shaping,2023-01-01,-999.0,7.019948577880882,2.7452545536697257,1025.6296012369792,4.158290847556145
1335A,Changsha_JKQ,2023-01-02,-999.0,7.446172332763695,2.542765850100354,1026.3274739583333,0.30030272819203674
1336A,GKQ_Huanbao,2023-01-02,-999.0,7.23075892130538,2.7614282958583165,1023.6745572916667,0.46200640417737304
1337A,Mapoling,2023-01-02,-999.0,7.446172332763695,2.542765850100354,1026.3274739583333,0.30030272819203674
1338A,Hunan_Normal_Univ,2023-01-02,-999.0,7.23075892130538,2.7614282958583165,1023.6745572916667,0.46200640417737304
1339A,Yuhua_Huanbao,2023-01-02,-999.0,7.38529993693038,2.822037299523514,1022.659140625,0.24202801205319702
1340A,Wujialing,2023-01-02,-999.0,7.321253712972009,2.6617399388484184,1025.296640625,0.34996084787053405
1341A,Train_Station,2023-01-02,-999.0,7.321253712972009,2.6617399388484184,1025.296640625,0.34996084787053405
1342A,Tianxin_Huanbao,2023-01-02,-999.0,7.38529993693038,2.822037299523514,1022.659140625,0.24202801205319702
1343A,TCM_Univ,2023-01-02,-999.0,7.322148895263695,2.9309044108315,1022.4424739583333,0.30206106521291076
1344A,Shaping,2023-01-02,-999.0,7.319544728597009,2.5675010217677263,1027.0337239583332,0.9390410027663165
1335A,Changsha_JKQ,2023-01-03,0.87,8.361573791503929,1.2572142914729452,1023.7159114583333,0.02527178725131307
1336A,GKQ_Huanbao,2023-01-03,-999.0,8.164308166503929,1.5741909565204073,1020.9809114583333,0.030606402958710532
1337A,Mapoling,2023-01-03,-999.0,8.361573791503929,1.2572142914729452,1023.7159114583333,0.02527178725131307
1338A,Hunan_Normal_Univ,2023-01-03,-999.0,8.164308166503929,1.5741909565204073,1020.9809114583333,0.030606402958710532
1339A,Yuhua_Huanbao,2023-01-03,-999.0,8.228679911295615,1.5160281508079108,1020.0521614583333,0.022768392170746665
1340A,Wujialing,2023-01-03,-999.0,8.293051656087243,1.4087066665256138,1022.643828125,0.026642694081147056
1341A,Train_Station,2023-01-03,-999.0,8.293051656087243,1.4087066665256138,1022.643828125,0.026642694081147056
1342A,Tianxin_Huanbao,2023-01-03,1.02,8.228679911295615,1.5160281508079108,1020.0521614583333,0.022768392170746665
1343A,TCM_Univ,2023-01-03,-999.0,8.186036682128929,1.6745569237583258,1019.7859114583333,0.02452672919162069
1344A,Shaping,2023-01-03,-999.0,8.290284729003929,1.3727290010879074,1024.3379947916667,0.0454479595077828
1335A,Changsha_JKQ,2023-01-04,0.793,9.892556762695335,1.0408791368835537,1021.5205647786457,0.025829599355375876
1336A,GKQ_Huanbao,2023-01-04,0.806,9.894754028320335,1.1759199937003584,1018.8047314453125,0.023177192662870993
1337A,Mapoling,2023-01-04,0.765,9.892556762695335,1.0408791368835537,1021.5205647786457,0.025829599355375876
1338A,Hunan_Normal_Univ,2023-01-04,-999.0,9.894754028320335,1.1759199937003584,1018.8047314453125,0.023177192662870993
1339A,Yuhua_Huanbao,2023-01-04,-999.0,9.761941528320335,1.2465291507358456,1017.8822314453125,0.023743436788237204
1340A,Wujialing,2023-01-04,0.789,9.898416137695335,1.1025760222247647,1020.4530647786457,0.025144145940458884
1341A,Train_Station,2023-01-04,-999.0,9.898416137695335,1.1025760222247647,1020.4530647786457,0.025144145940458884
1342A,Tianxin_Huanbao,2023-01-04,-999.0,9.761941528320335,1.2465291507358456,1017.8822314453125,0.023743436788237204
1343A,TCM_Univ,2023-01-04,-999.0,9.82354634602865,1.3052834046663517,1017.6197314453125,0.023177192662870993
1344A,Shaping,2023-01-04,0.793,9.97833150227865,1.0161336220109152,1022.1409814453125,0.024309680913603415
1335A,Changsha_JKQ,2023-01-05,1.2349999999999999,10.480630493164085,2.1752704143629886,1023.4472932942708,0.01585312139695816
1336A,GKQ_Huanbao,2023-01-05,1.1825,10.17390848795577,2.4354220999840592,1020.8285432942707,0.015406086561142729
1337A,Mapoling,2023-01-05,1.2785,10.480630493164085,2.1752704143629886,1023.4472932942708,0.01585312139695816
